Q216400,Q2229738
Q1344250,Q5223253
Q1044648,Q8199988
Q115243,Q3225881
Q471116,Q12187284
Q2427544,Q7744372
Q220450,Q7271476
Q526057,Q50220361
Q181677,Q28306
Q5349883,Q20568852
Q6711,Q4067175
Q3401655,Q18535555
Q5054050,Q22137156
Q6204843,Q6012820
Q6950,Q2257399
Q1044648,Q16526159
Q912443,Q5223255
Q722241,Q8203600
Q562556,Q3225901
Q468432,Q12187286
Q5081877,Q7744376
Q3102027,Q7744376
Q526057,Q50220506
Q738114,Q16526490
Q1064,Q28491
Q3398074,Q18535556
Q6794260,Q20568857
Q445939,Q22137305
Q437798,Q2257697
Q2840194,Q5223267
Q1398751,Q7271488
Q6135705,Q7744382
Q3309917,Q3225904
Q3172932,Q50226040
Q12240348,Q12187358
Q75612,Q16526893
Q315509,Q4069405
Q366150,Q2257790
Q559409,Q7271527
Q576143,Q5223279
Q40213,Q6012849
Q22137339,Q22137338
Q22137345,Q22137338
Q79759,Q28754
Q50233060,Q50233039
Q3395446,Q18535557
Q3663596,Q7744388
Q47109038,Q3225905
Q3557267,Q16527034
Q220883,Q7271533
Q47114920,Q6012858
Q359660,Q8210920
Q312555,Q4069479
Q172140,Q2257964
Q296256,Q5223283
Q314993,Q3225906
Q13129288,Q18535559
Q22137339,Q22137975
Q22137345,Q22137975
Q2214357,Q22137975
Q22137980,Q22137975
Q35064,Q29132
Q20741078,Q4069715
Q309786,Q8212205
Q180619,Q7271538
Q5481004,Q6012889
Q5144936,Q6012889
Q47122031,Q20568869
Q5623809,Q18535560
Q312632,Q3225910
Q738615,Q2258055
Q181716,Q7744389
Q1043,Q29270
Q273334,Q16527915
Q57946,Q22138420
Q2372229,Q5223289
Q737448,Q8215805
Q50242974,Q50242786
Q62892,Q29399
Q64129,Q12187552
Q1236243,Q6012903
Q726724,Q7271552
Q5298329,Q7744407
Q1975096,Q18535574
Q184785,Q2258329
Q312632,Q16528304
Q372505,Q5223299
Q57946,Q22138424
Q42831,Q29424
Q6284958,Q6012909
Q315949,Q3225920
Q547716,Q18535577
Q4315267,Q4070833
Q13129891,Q20568878
Q3103802,Q16528584
Q573813,Q7744411
Q207515,Q7271713
Q350404,Q2258634
Q236829,Q5223304
Q50250586,Q50243449
Q50250070,Q50243449
Q50252804,Q50243449
Q25857946,Q50243449
Q50248216,Q50243449
Q50255718,Q50243449
Q57946,Q22138428
Q105118,Q30613
Q313593,Q6012914
Q2717838,Q18535579
Q2654487,Q4070919
Q4707161,Q7744416
Q554105,Q2258697
Q455951,Q3225930
Q76816,Q8247888
Q295524,Q16529226
Q50243833,Q50243705
Q537141,Q5223305
Q310800,Q30925
Q18535755,Q20568885
Q40640,Q7271732
Q3387189,Q22138750
Q892108,Q6012936
Q123078,Q4071777
Q605664,Q8247919
Q533115,Q7744439
Q22154119,Q22154116
Q1808983,Q5223310
Q311145,Q31137
Q3381038,Q3225934
Q187019,Q2258908
Q316213,Q7271766
Q269982,Q6012940
Q171091,Q8272647
Q353882,Q16529420
Q918937,Q4072127
Q13126293,Q18535581
Q50260001,Q50261509
Q318487,Q2259146
Q47119115,Q20568892
Q2492188,Q7744444
Q1984946,Q3225936
Q20871976,Q5223312
Q2036370,Q7271846
Q22154221,Q22156981
Q7282965,Q12187736
Q508218,Q8318599
Q3398074,Q18535582
Q640096,Q7744447
Q5481054,Q7744447
Q193674,Q3225938
Q234718,Q2259425
Q233956,Q31179
Q47120786,Q20568897
Q1325,Q22159808
Q1799678,Q50262222
Q7494803,Q5223315
Q260730,Q6013005
Q242796,Q7271915
Q508218,Q8318654
Q81685,Q31285
Q17534352,Q16530195
Q13129976,Q20568900
Q1796614,Q22160007
Q1585832,Q6013033
Q1799678,Q50262339
Q462235,Q3226718
Q3107804,Q3226718
Q52224,Q4072223
Q5354232,Q7272027
Q114509,Q7744452
Q358188,Q2260389
Q537141,Q5223321
Q508218,Q8318689
Q20567614,Q20568902
Q309786,Q16530277
Q76,Q31385
Q1799678,Q50262540
Q16203722,Q6013043
Q2383305,Q18535603
Q453835,Q3226721
Q940958,Q7744459
Q1399341,Q22160048
Q509002,Q5223324
Q5524745,Q7272385
Q1799678,Q50262625
Q508218,Q8318710
Q290506,Q12187772
Q6074970,Q31692
Q258753,Q2260452
Q6141515,Q22205345
Q485772,Q5223328
Q1984946,Q3226731
Q438330,Q7744461
Q3395844,Q18535611
Q1362987,Q4072842
Q7833,Q16531421
Q18609928,Q7272409
Q18609931,Q7272409
Q21521815,Q20568910
Q241248,Q31720
Q508218,Q8318751
Q445930,Q5223330
Q21997211,Q22205380
Q1799678,Q50262725
Q190220,Q2261075
Q13129891,Q20568912
Q219784,Q7272544
Q394646,Q7744463
Q13514473,Q3226741
Q13514402,Q3226741
Q3395844,Q18535621
Q38337,Q4073427
Q2835457,Q16531585
Q1399502,Q22222884
Q46248,Q32136
Q305402,Q5223350
Q5984167,Q12187774
Q438330,Q7744465
Q710422,Q2261693
Q13129891,Q20568919
Q158813,Q7272638
Q5549841,Q18535624
Q9711,Q3226750
Q3588791,Q16531590
Q1174579,Q22222891
Q905,Q32594
Q488061,Q4074305
Q311755,Q5223358
Q356639,Q6013066
Q34743,Q7744466
Q4766697,Q20568921
Q654321,Q16531941
Q333653,Q8342905
Q1174579,Q22222897
Q443109,Q3226765
Q193111,Q33787
Q1927976,Q2261779
Q575345,Q7272832
Q3401615,Q18535629
Q3386302,Q50275485
Q312101,Q4080260
Q1174579,Q22222899
Q180903,Q35690
Q18535914,Q20568930
Q298685,Q7744485
Q47114798,Q6013080
Q190220,Q2261853
Q16012037,Q12187810
Q537141,Q5223361
Q3570582,Q16531974
Q6152484,Q7273272
Q5572576,Q50276604
Q1987187,Q8343067
Q2717838,Q18535633
Q905,Q36097
Q214660,Q4080276
Q235364,Q22222905
Q119679,Q12187908
Q1747574,Q7744503
Q1051047,Q20568933
Q181659,Q2261855
Q2197809,Q50277347
Q327526,Q6013087
Q3490878,Q3226794
Q158060,Q5223362
Q219646,Q8343249
Q2161170,Q7276356
Q665768,Q7744528
Q666795,Q4080535
Q1174579,Q22222919
Q223955,Q50280472
Q469627,Q2261942
Q271423,Q6013094
Q3402447,Q18535638
Q448,Q3226802
Q5816,Q36393
Q704068,Q8346061
Q41502,Q4080743
Q3275728,Q7744535
Q47124902,Q20568946
Q3525332,Q5223366
Q178403,Q2262510
Q561487,Q50281719
Q468432,Q12187914
Q1174579,Q22222920
Q3402447,Q18535639
Q16251038,Q6013509
Q2897669,Q3226818
Q4342622,Q4081108
Q2100107,Q7744538
Q18535474,Q20568947
Q3524948,Q22226819
Q237555,Q38187
Q13133,Q50282028
Q481455,Q12187944
Q438164,Q5223372
Q575345,Q2262725
Q201732,Q8346801
Q40640,Q7278196
Q184785,Q4081942
Q3369484,Q16532860
Q20560428,Q20568953
Q1392021,Q38190
Q429440,Q7744561
Q42037,Q3226821
Q3071913,Q22226848
Q19629294,Q22226848
Q1153256,Q7278586
Q3406214,Q18535646
Q641740,Q5223380
Q983344,Q2262895
Q4120010,Q12188126
Q192634,Q6013776
Q516843,Q4082414
Q732338,Q38213
Q6385128,Q7744588
Q326431,Q22227460
Q537141,Q5223394
Q5668367,Q7278603
Q1235443,Q3226828
Q459921,Q12188190
Q47119844,Q18535649
Q1087945,Q4085635
Q3165709,Q16533489
Q34981,Q2263034
Q562163,Q38564
Q49732017,Q50288030
Q234663,Q8352176
Q430968,Q22230872
Q238124,Q7278650
Q721999,Q5223416
Q366266,Q7744613
Q5596109,Q7744613
Q153796,Q4085721
Q690286,Q3226840
Q47124993,Q20568963
Q163118,Q38793
Q316785,Q6014063
Q961586,Q50290925
Q49767,Q2263221
Q927313,Q22231196
Q510320,Q5223430
Q936028,Q7744620
Q188176,Q4086674
Q1262563,Q7278723
Q3281581,Q16534344
Q2481988,Q3226850
Q909,Q39961
Q13128790,Q18535651
Q83566,Q8352429
Q927313,Q22231197
Q13130138,Q20568969
Q3183180,Q5223434
Q18645603,Q50291495
Q607325,Q7744623
Q7274005,Q7278747
Q333246,Q4086680
Q1067,Q40185
Q708002,Q16534347
Q5611974,Q18535653
Q1458453,Q6014237
Q34981,Q2263364
Q81685,Q3226856
Q47123933,Q20568974
Q927313,Q22231198
Q441603,Q7744632
Q3640000,Q5223438
Q50292175,Q50292161
Q489193,Q4086723
Q1713920,Q7278869
Q5488425,Q7278869
Q794087,Q16534659
Q47119854,Q18535654
Q193803,Q2263729
Q40479,Q40205
Q1710543,Q8352651
Q7176,Q12188330
Q220018,Q6014323
Q3164950,Q3226867
Q20558676,Q20568978
Q526744,Q7744635
Q927313,Q22231199
Q4276086,Q4087328
Q509002,Q5223447
Q13473501,Q50293535
Q450414,Q2264285
Q15109666,Q7278883
Q5623809,Q18535658
Q561486,Q16534701
Q228624,Q40354
Q4392370,Q12188409
Q3565861,Q7744640
Q2670636,Q20568983
Q927313,Q22231200
Q2851265,Q3226882
Q55056605,Q50294066
Q55056624,Q50294066
Q1347163,Q5223448
Q923538,Q8353232
Q319967,Q2264555
Q312782,Q2264555
Q1044648,Q7278885
Q217619,Q7744643
Q3591105,Q16534711
Q312532,Q40496
Q927313,Q22231201
Q524567,Q6014563
Q47119771,Q18535660
Q2607,Q50295735
Q402245,Q12188486
Q2283199,Q20568985
Q148886,Q3226886
Q1347163,Q5223449
Q927313,Q22231202
Q9364,Q16535059
Q216896,Q7744675
Q309829,Q4087874
Q951710,Q7278899
Q9061,Q40591
Q34787,Q40591
Q166351,Q2264817
Q179109,Q6014628
Q293604,Q12188503
Q1975096,Q18535661
Q20277834,Q20568990
Q288198,Q3226889
Q927313,Q22231203
Q6280777,Q5223462
Q930581,Q7744743
Q311704,Q40819
Q4083755,Q4088285
Q187310,Q50297186
Q179059,Q2264850
Q6287936,Q7278908
Q232364,Q8354499
Q2420498,Q20568992
Q910538,Q7744784
Q719948,Q3226894
Q316313,Q5223469
Q1050951,Q5223469
Q49074,Q41359
Q927313,Q22231204
Q7833,Q16535541
Q4421889,Q4088454
Q1060636,Q2264889
Q944063,Q6014663
Q95149,Q50302286
Q47124818,Q20568993
Q364901,Q20568993
Q442534,Q8355320
Q712469,Q7278909
Q4695887,Q12188557
Q20560490,Q18535663
Q927313,Q22231205
Q529566,Q3226897
Q5180994,Q41675
Q16297,Q5223470
Q6303773,Q5223470
Q47124717,Q20569000
Q7352590,Q7278913
Q311744,Q2264927
Q3247979,Q8356416
Q7343897,Q7744804
Q927313,Q22231237
Q6419122,Q12188573
Q1684968,Q3226902
Q5623555,Q18535666
Q5237147,Q5223471
Q6762009,Q5223471
Q343562,Q6014891
Q2256233,Q16536593
Q50305073,Q50305016
Q36184,Q42162
Q44272,Q2265449
Q34474,Q4089949
Q553449,Q7278929
Q692,Q7744806
Q233424,Q5223473
Q6450928,Q18535668
Q6539891,Q8424495
Q34660,Q43361
Q16087269,Q50306923
Q6785827,Q6014939
Q7970428,Q6014939
Q47121421,Q20569002
Q298664,Q16536620
Q55767,Q4090363
Q927313,Q22231248
Q9049,Q22231248
Q60045,Q2265788
Q12242043,Q12188682
Q2093500,Q3226911
Q501880,Q7278930
Q1240177,Q43714
Q21086611,Q7744811
Q366266,Q5223481
Q4114325,Q5223481
Q3170150,Q50306985
Q2830554,Q18535673
Q160362,Q16536650
Q5963988,Q8434612
Q7340163,Q6015158
Q18535558,Q20569009
Q1281336,Q4091036
Q927313,Q22231249
Q944204,Q43891
Q4773065,Q7744827
Q48368,Q2265827
Q5238070,Q7279021
Q2820084,Q7279021
Q718463,Q12188688
Q862935,Q3226914
Q236233,Q8445477
Q6425514,Q16536805
Q47124724,Q20569011
Q542933,Q5223486
Q311654,Q4091844
Q8013623,Q18535687
Q436712,Q6015192
Q41618823,Q50310308
Q263017,Q44017
Q314471,Q2265892
Q927313,Q22231250
Q2057843,Q7744835
Q6788653,Q7279023
Q16730123,Q7279023
Q5386921,Q7279023
Q222509,Q5223518
Q41618823,Q50310350
Q3479419,Q3226919
Q2965233,Q8464660
Q47124744,Q20569017
Q134461,Q44276
Q3398425,Q18535688
Q220883,Q6015232
Q927313,Q22231251
Q16225734,Q7744847
Q3277788,Q12188700
Q41618823,Q50310522
Q43293,Q2265950
Q509002,Q5223535
Q5238070,Q7279024
Q1348334,Q3226921
Q9061,Q8486557
Q44520,Q44701
Q946031,Q16536824
Q184440,Q7744848
Q3331118,Q18535690
Q3398262,Q18535690
Q927313,Q22231252
Q21149803,Q6015324
Q1970002,Q4093756
Q231467,Q2266006
Q3309474,Q50313179
Q12251249,Q12188709
Q128560,Q5223576
Q8069062,Q44973
Q3590997,Q3226923
Q2493820,Q7744855
Q167856,Q4095607
Q309786,Q8504697
Q3133198,Q16536828
Q927313,Q22231254
Q40826,Q2266122
Q3398374,Q18535695
Q26929556,Q20569023
Q7906293,Q6015407
Q123080,Q50315249
Q6257950,Q44996
Q5339911,Q44996
Q558425,Q5223610
Q1625350,Q7279027
Q927313,Q22231255
Q105756,Q4095706
Q790762,Q7744862
Q1935782,Q8504978
Q361617,Q45735
Q275955,Q5223619
Q7833,Q16536836
Q298229,Q6015506
Q46248,Q3226944
Q3170208,Q50317654
Q231467,Q2266469
Q927313,Q22231256
Q489193,Q4095754
Q47115862,Q7279123
Q47115871,Q7279123
Q47115876,Q7279123
Q2749143,Q8510043
Q278801,Q7744886
Q733151,Q16536841
Q454568,Q50317930
Q231841,Q5223620
Q315059,Q2266733
Q468277,Q4096072
Q3481983,Q6015602
Q34660,Q46751
Q1442249,Q12188762
Q3402447,Q18535702
Q927313,Q22231258
Q942627,Q7744892
Q3384095,Q3226955
Q318399,Q7279367
Q265756,Q16537066
Q724323,Q4096522
Q34660,Q46758
Q15452015,Q50318787
Q7128943,Q7744908
Q134942,Q2266873
Q950137,Q12188833
Q15515059,Q5223630
Q16205776,Q18535703
Q927313,Q22231259
Q12032563,Q8535088
Q275602,Q16537236
Q210669,Q3226957
Q2633741,Q4096988
Q217110,Q7279463
Q12036618,Q7744932
Q47124724,Q20569033
Q34660,Q46887
Q1391830,Q50319491
Q171091,Q2267121
Q295406,Q2267121
Q785506,Q12188844
Q3189150,Q16537327
Q272076,Q5223631
Q351705,Q8545702
Q927313,Q22231265
Q18535410,Q18535707
Q21086684,Q7744957
Q737570,Q4097114
Q2966505,Q3226963
Q18609935,Q7279566
Q438024,Q6015853
Q47121102,Q20569041
Q742262,Q50319530
Q6734407,Q12189174
Q5990167,Q18535709
Q9204,Q2267287
Q517660,Q5223654
Q4806194,Q7744959
Q2080920,Q8560311
Q3086125,Q22231339
Q46926,Q47153
Q327261,Q6015957
Q3147236,Q7279716
Q7027563,Q7279716
Q47119938,Q18535710
Q295406,Q2267306
Q2839061,Q7744969
Q4772443,Q5223666
Q233033,Q6016097
Q353137,Q6016097
Q3086125,Q22231382
Q898083,Q3226969
Q76357,Q4098212
Q18535721,Q18535715
Q6444150,Q7279759
Q34660,Q47209
Q21086731,Q7744977
Q47124831,Q20569052
Q12205851,Q12189232
Q155855,Q50321082
Q17177403,Q16538399
Q7668368,Q8563396
Q313007,Q2267374
Q224113,Q4099116
Q2369735,Q3226970
Q343562,Q6016353
Q3086125,Q22231426
Q14508658,Q18535717
Q21086762,Q7744980
Q729301,Q5223686
Q47122793,Q20569054
Q46151,Q50322568
Q6152484,Q7279859
Q37327,Q8563528
Q2623803,Q4101665
Q946031,Q16539503
Q318845,Q3226971
Q47130477,Q22232319
Q441146,Q7745014
Q6537492,Q18535767
Q6083559,Q6016904
Q34660,Q47598
Q4357833,Q5223690
Q18535607,Q20569059
Q965456,Q8563654
Q4166497,Q7280050
Q7035608,Q50323758
Q229996,Q2267961
Q179025,Q3226985
Q705515,Q4101688
Q7490036,Q5223692
Q6661930,Q18535777
Q6113023,Q7745043
Q352,Q48244
Q188569,Q8563721
Q291890,Q7280292
Q1970232,Q2268014
Q16065538,Q50327363
Q22232565,Q22232650
Q23441,Q16539521
Q923348,Q16539521
Q360961,Q4101702
Q7363705,Q4101702
Q21086836,Q7745047
Q298229,Q8563826
Q203068,Q7280304
Q314969,Q3226986
Q455780,Q5223695
Q11005077,Q18535778
Q18535558,Q20569068
Q1284700,Q22233026
Q22117387,Q22233026
Q271936,Q2268107
Q1226832,Q6017936
Q840900,Q50327583
Q427167,Q4101761
Q48354,Q48443
Q218679,Q16540311
Q3141600,Q7745060
Q224113,Q3226989
Q7901240,Q8563851
Q22833341,Q18535779
Q962565,Q7280313
Q272076,Q5223705
Q47124675,Q20569072
Q758126,Q6018192
Q626098,Q4101787
Q76529,Q48716
Q218679,Q16540314
Q21086870,Q7745071
Q611672,Q8564251
Q15556338,Q50327918
Q36204336,Q50327918
Q50327912,Q50327918
Q23913229,Q50327918
Q3168127,Q3226994
Q758126,Q6018373
Q230598,Q2268151
Q1345400,Q4101789
Q7345128,Q4101789
Q18609741,Q22236188
Q732338,Q48829
Q3565946,Q5223706
Q1150897,Q7280390
Q18535410,Q18535781
Q2861867,Q3227005
Q1264643,Q7745081
Q50328291,Q50328144
Q1138996,Q8564303
Q22154221,Q22238160
Q373119,Q6018417
Q148234,Q7745082
Q47119876,Q18535787
Q2481988,Q3227012
Q3369484,Q16540940
Q513285,Q49060
Q337373,Q5223711
Q2610362,Q22240734
Q257261,Q2268391
Q119679,Q12189511
Q318297,Q4101804
Q50328291,Q50328180
Q6470416,Q7745090
Q528593,Q8564419
Q20733853,Q18535788
Q3590997,Q3227017
Q444362,Q2268557
Q1702027,Q4102129
Q258662,Q49063
Q47123173,Q20569089
Q216195,Q7280417
Q20851393,Q16541199
Q50328291,Q50328197
Q9009257,Q7745093
Q6099831,Q8564426
Q13129868,Q18535795
Q126976,Q4102130
Q205456,Q2268602
Q982361,Q3227018
Q6853316,Q12189842
Q160263,Q49069
Q339577,Q5223783
Q50328291,Q50328648
Q343562,Q6019020
Q894948,Q22247892
Q6213475,Q7280428
Q1355087,Q2268623
Q3186314,Q8564958
Q228801,Q7745100
Q6197044,Q4102132
Q362577,Q20569097
Q47119926,Q18535796
Q1771783,Q3227022
Q1887149,Q12189862
Q1254398,Q5223788
Q14245339,Q6019113
Q3288446,Q22247924
Q50328291,Q50328650
Q5416441,Q7745119
Q6341573,Q16542165
Q1702027,Q4102133
Q22443104,Q50035
Q18535607,Q20569099
Q229403,Q2268755
Q719948,Q3227025
Q12186422,Q12189969
Q3595294,Q6019160
Q47119834,Q18535798
Q15515059,Q5223790
Q2365739,Q7745120
Q742622,Q22247925
Q7177,Q50330059
Q4704764,Q4102134
Q240647,Q8565062
Q47124307,Q20569103
Q965375,Q2268907
Q3038032,Q5223802
Q3349261,Q3227038
Q64129,Q12189975
Q3190986,Q16543058
Q5239430,Q7745155
Q2830554,Q18535804
Q3051046,Q50330843
Q4777758,Q6019165
Q25163,Q50857
Q128837,Q8565070
Q504708,Q16543266
Q1368527,Q4102135
Q47477841,Q50331219
Q158060,Q5223804
Q18535590,Q20569107
Q7040060,Q6019168
Q242095,Q3227042
Q326393,Q2269085
Q353866,Q22247944
Q366243,Q7745181
Q3401615,Q18535805
Q7200,Q50948
Q17338426,Q50332235
Q6668388,Q4102136
Q44593,Q6019211
Q314416,Q7282724
Q1349276,Q3227068
Q47119798,Q18535806
Q526709,Q7745191
Q27140454,Q20569110
Q539247,Q5223809
Q582239,Q2269154
Q520892,Q3227069
Q44593,Q6019214
Q1385758,Q7745193
Q1108416,Q8565177
Q532429,Q7282836
Q1383662,Q22248136
Q484988,Q5224283
Q6984054,Q4102139
Q438330,Q2269230
Q2420498,Q18535809
Q468432,Q12190125
Q9312,Q16543429
Q47124788,Q20569112
Q1047108,Q53351
Q3170380,Q3227076
Q4802495,Q6019225
Q47119888,Q18535813
Q4942268,Q4102140
Q50328291,Q50335136
Q610771,Q7745199
Q217557,Q8565246
Q192069,Q5224371
Q76409,Q2269371
Q357970,Q7282843
Q3591153,Q16543435
Q263648,Q20569119
Q1362988,Q53582
Q17293,Q3227085
Q98240,Q6019227
Q460187,Q8565252
Q4762875,Q7745201
Q18535410,Q18535814
Q47111626,Q4102794
Q7141332,Q7282850
Q21140987,Q22248170
Q1685793,Q2269562
Q3195304,Q50335488
Q715615,Q5225903
Q47124796,Q20569121
Q81685,Q16543750
Q4235,Q53817
Q3785606,Q53817
Q103114,Q3227089
Q12423932,Q6019424
Q1173398,Q7745232
Q318399,Q8565314
Q160219,Q53945
Q93008,Q4105590
Q3398074,Q18535816
Q357108,Q2269564
Q316313,Q5226036
Q1050951,Q5226036
Q156268,Q3227091
Q353866,Q22248189
Q946092,Q16543767
Q735036,Q12190319
Q362721,Q6019448
Q238970,Q7745242
Q453251,Q7282890
Q352059,Q2269848
Q11407997,Q8648851
Q2595750,Q22248255
Q4015092,Q16544022
Q5623809,Q18535826
Q726924,Q5226044
Q3102127,Q3227095
Q189080,Q50347619
Q311671,Q7745249
Q47124703,Q20569127
Q3521662,Q6019456
Q361026,Q54548
Q2654502,Q4105644
Q918937,Q7283176
Q7340465,Q18535829
Q1044175,Q7745254
Q450675,Q8698953
Q7276226,Q8698953
Q50348015,Q50347982
Q50348042,Q50347982
Q716120,Q5226061
Q946031,Q16544829
Q1808983,Q3227114
Q13125586,Q20569131
Q2628388,Q6019478
Q31166582,Q55285
Q20877665,Q55285
Q3401615,Q18535830
Q6956895,Q7283218
Q347356,Q5226069
Q1153825,Q50348492
Q332535,Q7745281
Q128560,Q4105840
Q2754091,Q16544903
Q2661320,Q16544903
Q588653,Q3227121
Q186779,Q22248308
Q1380476,Q20569136
Q272,Q57745
Q293771,Q12190349
Q134798,Q2270009
Q5552171,Q6019637
Q47119754,Q18535832
Q15491317,Q7745286
Q160627,Q5226079
Q43872,Q3227125
Q61723,Q50348962
Q47124755,Q20569137
Q2171566,Q4105861
Q491558,Q12190350
Q9061,Q58784
Q7409054,Q7283590
Q2360599,Q8726088
Q318845,Q2270231
Q6219128,Q5226080
Q926941,Q5226080
Q709295,Q7745300
Q3011405,Q3227128
Q33239863,Q50350158
Q2362873,Q4105863
Q292290,Q59036
Q47121840,Q20569141
Q313182,Q22248325
Q7352623,Q18535836
Q17455,Q5226156
Q94028,Q5226156
Q236266,Q8728051
Q1876788,Q3227134
Q586362,Q7745305
Q327142,Q6019774
Q864708,Q59190
Q4112410,Q4106064
Q517886,Q22248332
Q321466,Q7283792
Q3103802,Q16544957
Q2717838,Q18535838
Q23860,Q8743405
Q81071,Q2270341
Q1909623,Q5226246
Q336151,Q59509
Q5927977,Q6019805
Q4066660,Q4106364
Q84153,Q3227139
Q47122155,Q20569161
Q1960665,Q7745312
Q319196,Q7284118
Q40909,Q2270838
Q5611977,Q18535839
Q180903,Q5226350
Q11278777,Q60151
Q318390,Q8773586
Q49637,Q50357186
Q4664778,Q12190437
Q379595,Q6019952
Q3849499,Q7745314
Q2156757,Q4106458
Q24287037,Q20569162
Q3124385,Q3227142
Q353866,Q22248338
Q1239398,Q7284461
Q318431,Q16545107
Q18535410,Q18535840
Q153700,Q2271189
Q223151,Q5226356
Q984174,Q5226356
Q210308,Q5226356
Q3555993,Q5226356
Q709641,Q5226356
Q11132,Q5226356
Q244631,Q5226356
Q539791,Q5226356
Q885583,Q5226356
Q2636748,Q5226356
Q513883,Q8773780
Q49637,Q50357199
Q6668302,Q6019970
Q2156757,Q4106460
Q13129090,Q20569163
Q518359,Q7745322
Q969533,Q12190470
Q353866,Q22248339
Q542933,Q7284489
Q247016,Q3227151
Q43393,Q60161
Q47119809,Q18535842
Q1248714,Q16545190
Q221771,Q8773801
Q2993820,Q4106585
Q918471,Q12190549
Q3595294,Q6020296
Q353866,Q22248349
Q169566,Q2271327
Q18535607,Q20569170
Q6850960,Q7745337
Q179059,Q3227173
Q3398606,Q50358564
Q93620,Q60672
Q7926429,Q7284509
Q261962,Q16545463
Q176405,Q8773804
Q77466,Q5226389
Q6051884,Q22248395
Q465181,Q6020344
Q2797004,Q2272444
Q3610720,Q7284589
Q49788748,Q50358680
Q234908,Q61076
Q3503369,Q16545530
Q3398074,Q18535849
Q3018922,Q4106717
Q3122090,Q3227174
Q94040,Q5226407
Q7268854,Q7745351
Q3827052,Q8773900
Q353882,Q22248402
Q272076,Q2273432
Q6115697,Q6020355
Q185548,Q61324
Q3610720,Q7284648
Q44839,Q5226419
Q3398074,Q18535850
Q2362873,Q4107948
Q982948,Q8773903
Q21087077,Q7745363
Q2214373,Q3227183
Q727331,Q6020831
Q316610,Q7284672
Q123078,Q2274025
Q3105613,Q3227185
Q5623526,Q18535851
Q5686,Q62879
Q1281336,Q4109280
Q318736,Q8774164
Q192069,Q7745375
Q64331,Q5226475
Q468432,Q12190694
Q2595750,Q22248424
Q50358699,Q50358934
Q212727,Q2274863
Q1366693,Q6020972
Q725745,Q18535856
Q354298,Q16545884
Q271853,Q63707
Q477999,Q7745380
Q307365,Q12190842
Q3087471,Q3227186
Q246722,Q4109598
Q3610720,Q7284700
Q97050,Q5226477
Q3398606,Q50359901
Q3385211,Q22248447
Q946733,Q22248447
Q452742,Q8774170
Q1743716,Q6021001
Q18536059,Q18535863
Q7176,Q12190861
Q363227,Q2275275
Q520892,Q3227190
Q4944889,Q7284874
Q13111845,Q5226497
Q49072,Q63998
Q20560998,Q20569188
Q3398606,Q50359907
Q372313,Q8774173
Q211566,Q7745401
Q8082501,Q6021155
Q385100,Q18535864
Q573847,Q16545975
Q51137951,Q5226592
Q49072,Q64095
Q3398606,Q50359909
Q317475,Q6021177
Q20558676,Q20569192
Q1151,Q22248518
Q556473,Q7285141
Q513883,Q8774198
Q982095,Q16546101
Q12178856,Q12190902
Q1238654,Q3227194
Q451379,Q7745409
Q489193,Q5226593
Q18535871,Q18535870
Q3398606,Q50359917
Q13129891,Q20569195
Q125663,Q4109688
Q2595750,Q22248555
Q545430,Q6021200
Q5240931,Q7285148
Q325487,Q7285148
Q315059,Q3227197
Q868,Q69539
Q3402447,Q18535872
Q216266,Q16546122
Q3398606,Q50360019
Q435126,Q5226838
Q4756623,Q7745421
Q1927976,Q2275801
Q154732,Q8775715
Q1064052,Q22248558
Q706654,Q4110169
Q253378,Q7285155
Q228889,Q70784
Q237684,Q16546153
Q20423318,Q12190958
Q1163891,Q3227206
Q12044184,Q50360501
Q5239718,Q5227216
Q3345613,Q6021709
Q3945643,Q7745439
Q264517,Q70806
Q496850,Q4110348
Q18535619,Q20569201
Q7176,Q2275911
Q46248,Q7285157
Q50361224,Q50361186
Q220450,Q16546215
Q3160585,Q6021712
Q537626,Q12190962
Q587083,Q5227469
Q3309502,Q3227224
Q1777502,Q70827
Q18535886,Q18535885
Q272794,Q7745453
Q2166142,Q22248583
Q234443,Q4110358
Q4857023,Q7285444
Q274317,Q8776471
Q353762,Q2276058
Q3068445,Q12190963
Q129772,Q73112
Q58053,Q6021854
Q449797,Q5227620
Q435585,Q3227229
Q21087092,Q7745460
Q327789,Q4110609
Q2830554,Q18535927
Q353866,Q22248623
Q1348854,Q6021857
Q50368809,Q50368817
Q368224,Q2276286
Q613846,Q7286542
Q1267203,Q20569212
Q116025,Q16546404
Q3159752,Q3227261
Q1200429,Q7745462
Q78494,Q73580
Q1399264,Q22248640
Q123200,Q6021859
Q737570,Q4112075
Q50374676,Q50374684
Q2610077,Q8778498
Q5667631,Q8778498
Q6161395,Q8778498
Q5751472,Q8778498
Q5819344,Q8778498
Q6173105,Q8778498
Q3402435,Q20569217
Q600261,Q2276289
Q551767,Q3227263
Q20707294,Q16547557
Q23434,Q5227631
Q181659,Q73588
Q1391397,Q7745466
Q41568,Q22248660
Q758126,Q6021863
Q1649115,Q4112941
Q7321783,Q18535934
Q12222674,Q12190997
Q1884754,Q50374843
Q520892,Q3227264
Q234663,Q8778552
Q2589871,Q16547559
Q295406,Q5227661
Q312101,Q4113386
Q5482080,Q6021865
Q1383662,Q22248661
